@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE accuracy {correct,incorrect}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj3-l1.qa193,7,0.666666666666667,0.1,0.667423812471915,5,0.357142857142857,0.0374331550802139,0.365636212063565,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj7-l1.qa185,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa223,8,0.842105263157895,0.444444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa224,4,0.421052631578947,0.177777777777778,0.421637021355784,2,0.153846153846154,0.0261437908496732,0.161690416690889,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa225,8,0.727272727272727,0.153846153846154,0.739600261633639,5,0.333333333333333,0.0226244343891403,0.336336396998156,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa226,0,0,0,0,0,0,0,0,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa227,1,0.153846153846154,0.0277777777777778,0.166666666666667,0,0,0,0,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa228,6,0.666666666666667,0.180555555555556,0.670820393249937,5,0.4,0.0955882352941176,0.428746462856272,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj9-l1.qa189,8,0.842105263157895,0.166666666666667,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj10-l1.qa207,7,0.777777777777778,0.333333333333333,0.777777777777778,5,0.384615384615385,0.111111111111111,0.404226041727222,incorrect
