@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE word_matching NUMERIC
@ATTRIBUTE neg_word_match NUMERIC
@ATTRIBUTE num_match NUMERIC
@ATTRIBUTE synonym_match NUMERIC
@ATTRIBUTE antonym_match NUMERIC
@ATTRIBUTE wup_similarity NUMERIC
@ATTRIBUTE accuracy {correct,incorrect}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj12-l1.qa183,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,1,0,0,0.505555555556,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa224,2,0.307692307692308,0.0555555555555556,0.333333333333333,2,0.19047619047619,0.0294117647058824,0.242535625036333,0.25,0,-1,0,0,0.972222222222,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj26-l1.qa225,3,0.461538461538462,0.25,0.5,3,0.285714285714286,0.0735294117647059,0.363803437554499,0.333333333333,0,1,0,0,0.75,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa205,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0.305656108597,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj35-l1.qa207,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.307692307692308,0.0392156862745098,0.323380833381777,0.416666666667,0,0,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj48-l1.qa188,8,0.695652173913043,0.136363636363636,0.696310623822791,6,0.413793103448276,0.0686274509803922,0.420084025208403,0.416666666667,0,1,0,0,0.422222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb3-l1.qa182,4,0.5,0.253968253968254,0.50395263067897,1,0.0833333333333333,0.00840336134453781,0.0916698497028211,0.166666666667,0,0,0,-1,0.216666666667,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb11-l1.qa164,4,0.444444444444444,0.123456790123457,0.444444444444444,1,0.0769230769230769,0.0065359477124183,0.0808452083454443,0.166666666667,-1,0,0,0,0.222222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb24-l1.qa167,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0.278846153846,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj3-l1.qa194,7,0.666666666666667,0.1,0.667423812471915,5,0.357142857142857,0.0374331550802139,0.365636212063565,0.416666666667,0,1,0,0,0.551515151515,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj11-l1.qa214,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,1,0,0,0.454545454545,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj13-l1.qa223,7,0.56,0.125,0.564076074817766,7,0.451612903225806,0.046218487394958,0.453742606486515,0.583333333333,0,1,0,0,0.47684263449,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj18-l1.qa183,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,1,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb16-l1.qa162,7,0.636363636363636,0.131313131313131,0.636363636363636,6,0.428571428571429,0.0748663101604278,0.438763454476278,0.416666666667,0,1,0,0,0.460606060606,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb22-l1.qa171,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,1,0,0,0.542592592593,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj10-l1.qa215,7,0.736842105263158,0.145299145299145,0.737864787372622,4,0.32,0.0416666666666667,0.333333333333333,0.461538461538,0,-1,0,0,0.555555555556,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj18-l1.qa185,7,0.736842105263158,0.211111111111111,0.737864787372622,5,0.4,0.0902777777777778,0.416666666666667,0.461538461538,0,1,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj24-l1.qa229,1,0.133333333333333,0.02,0.14142135623731,0,0,0,0,0.0,-1,0,0,0,0.388941663622,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj39-l1.qa233,11,0.916666666666667,0.3125,0.916666666666667,6,0.428571428571429,0.0520833333333333,0.433012701892219,0.538461538462,0,1,0,0,0.505555555556,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj40-l1.qa224,11,1,1,1,6,0.444444444444444,0.204545454545455,0.452267016866645,0.538461538462,-1,1,0,0,0.427670940171,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj42-l1.qa207,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.4,0.0486111111111111,0.416666666666667,0.461538461538,0,0,0,0,0.48,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb5-l1.qa172,3,0.5,0.15625,0.530330085889911,1,0.1,0.015625,0.125,0.230769230769,0,0,0,0,0.5,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb11-l1.qa167,10,0.833333333333333,0.222222222222222,0.833333333333333,6,0.428571428571429,0.0729166666666667,0.433012701892219,0.461538461538,-1,1,0,0,0.422222222222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb13-l1.qa164,7,0.7,0.153846153846154,0.7,5,0.384615384615385,0.05625,0.395284707521047,0.538461538462,-1,1,0,0,0.454545454545,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb18-l1.qa174,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.245751633987,incorrect
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb20-l1.qa174,10,0.8,0.217948717948718,0.800640769025436,6,0.413793103448276,0.0480769230769231,0.416025147168922,0.538461538462,-1,1,0,0,0.496825396825,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb28-l1.qa167,3,0.5,0.15625,0.530330085889911,1,0.1,0.015625,0.125,0.230769230769,0,-1,0,0,0.46875,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj3-l1.qa208,6,0.555555555555556,0.180555555555556,0.58925565098879,5,0.37037037037037,0.138888888888889,0.372677996249965,0.5,0,2,0,0,0.541830065359,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj8-l1.qa243,3,0.272727272727273,0.0333333333333333,0.273861278752583,1,0.08,0.00666666666666667,0.0816496580927726,0.2,0,0,0,0,0.250196078431,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa228,3,0.545454545454545,0.166666666666667,0.547722557505166,1,0.1,0.0133333333333333,0.115470053837925,0.0,0,0,0,0,0.33641025641,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa230,5,0.5,0.121212121212121,0.502518907629606,3,0.230769230769231,0.0181818181818182,0.233549683248457,0.2,0,0,0,0,0.307993966817,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj15-l1.qa248,3,0.4,0.0555555555555556,0.408248290463863,4,0.333333333333333,0.0592592592592593,0.344265186329548,0.2,0,2,0,0,0.444444444444,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa267,2,0.363636363636364,0.0666666666666667,0.365148371670111,2,0.2,0.0533333333333333,0.23094010767585,0.1,0,1,0,0,0.4,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj29-l1.qa217,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.4,0.166666666666667,0.408248290463863,0.3,-1,2,0,0,0.602094017094,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj30-l1.qa210,4,0.545454545454545,0.166666666666667,0.547722557505166,0,0,0,0,0.3,0,0,0,0,0.4,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj47-l1.qa239,6,0.625,0.416666666666667,0.645497224367903,4,0.32,0.0666666666666667,0.32659863237109,0.5,0,2,0,0,0.450196078431,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb29-l1.qa177,3,0.272727272727273,0.0416666666666667,0.273861278752583,2,0.148148148148148,0.0111111111111111,0.149071198499986,0.3,0,0,0,0,0.314052287582,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb31-l1.qa173,3,0.5,0.138888888888889,0.5,0,0,0,0,0.0,-1,0,0,0,0.336324786325,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj31-l1.qa218,6,0.526315789473684,0.320512820512821,0.566138517072298,6,0.428571428571429,0.0615384615384615,0.42966892442366,0.5,0,2,0,0,0.402714932127,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj22-l1.qa232,4,0.266666666666667,0.0248447204968944,0.31524416249564,6,0.307692307692308,0.0271739130434783,0.312771621085612,0.333333333333,0,2,0,0,0.3031543052,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj22-l1.qa234,3,0.375,0.0793650793650794,0.377964473009227,3,0.24,0.0347222222222222,0.25,0.111111111111,-1,1,0,0,0.362962962963,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj27-l1.qa228,4,0.533333333333333,0.185185185185185,0.544331053951817,1,0.0909090909090909,0.0104166666666667,0.102062072615966,0.0,0,0,0,0,0.291452991453,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj39-l1.qa249,3,0.4,0.0892857142857143,0.400891862868637,4,0.333333333333333,0.046875,0.353553390593274,0.111111111111,-1,2,0,0,0.5,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb15-l1.qa177,4,0.470588235294118,0.222222222222222,0.471404520791032,1,0.0833333333333333,0.0078125,0.0883883476483184,0.111111111111,-1,0,0,0,0.298005698006,correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb20-l1.qa188,3,0.428571428571429,0.0612244897959184,0.428571428571429,4,0.347826086956522,0.0714285714285714,0.377964473009227,0.222222222222,0,2,0,0,0.5,incorrect
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb34-l1.qa175,7,0.736842105263158,0.233333333333333,0.737864787372622,6,0.461538461538462,0.1625,0.474341649025257,0.444444444444,0,2,0,0,0.551515151515,correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj8-l1.qa257,4,0.347826086956522,0.126984126984127,0.356348322549899,5,0.263157894736842,0.0267857142857143,0.272772362794991,0.333333333333,0,0,0,0,0.438903253609,incorrect
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj10-l1.qa247,6,0.48,0.051948051948052,0.483493778415228,8,0.457142857142857,0.0378787878787879,0.492365963917331,0.333333333333,0,0,0,0,0.357012432012,incorrect
