@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE accuracy {correct,partially_correct_incomplete,contradictory,irrelevant,non_domain}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj3-l1.qa195,7,0.666666666666667,0.1,0.667423812471915,5,0.357142857142857,0.0374331550802139,0.365636212063565,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj7-l1.qa187,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj8-l1.qa230,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj9-l1.qa191,8,0.842105263157895,0.166666666666667,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa212,7,0.777777777777778,0.333333333333333,0.777777777777778,5,0.384615384615385,0.111111111111111,0.404226041727222,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa213,6,0.521739130434783,0.157407407407407,0.522232967867094,5,0.344827586206897,0.0833333333333333,0.350070021007002,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa214,1,0.142857142857143,0.0222222222222222,0.149071198499986,0,0,0,0,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj11-l1.qa215,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj12-l1.qa185,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj13-l1.qa224,7,0.56,0.125,0.564076074817766,7,0.451612903225806,0.046218487394958,0.453742606486515,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj14-l1.qa211,7,0.583333333333333,0.134615384615385,0.585369407004964,7,0.466666666666667,0.0497737556561086,0.470870955797419,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj15-l1.qa235,7,0.608695652173913,0.0833333333333333,0.609271795844942,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj18-l1.qa184,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj19-l1.qa247,8,0.727272727272727,0.1,0.730296743340221,5,0.344827586206897,0.0343137254901961,0.350070021007002,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj23-l1.qa188,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj24-l1.qa225,1,0.111111111111111,0.0123456790123457,0.111111111111111,2,0.153846153846154,0.0130718954248366,0.161690416690889,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj28-l1.qa206,1,0.153846153846154,0.0277777777777778,0.166666666666667,0,0,0,0,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj28-l1.qa207,7,0.608695652173913,0.340277777777778,0.609271795844942,7,0.482758620689655,0.132352941176471,0.490098029409803,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj29-l1.qa204,9,0.947368421052632,0.211111111111111,0.948683298050514,6,0.444444444444444,0.0588235294117647,0.460178993308422,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj31-l1.qa204,9,0.580645161290323,0.277777777777778,0.606779876216918,7,0.378378378378378,0.0441176470588235,0.379628301182648,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj33-l1.qa200,7,0.636363636363636,0.131313131313131,0.636363636363636,6,0.428571428571429,0.0748663101604278,0.438763454476278,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj35-l1.qa211,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.296296296296296,0.0352941176470588,0.306785995538948,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj37-l1.qa185,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj38-l1.qa190,7,0.777777777777778,0.209876543209877,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj40-l1.qa222,6,0.6,0.363636363636364,0.603022689155527,7,0.5,0.197860962566845,0.511890696888991,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj42-l1.qa206,7,0.736842105263158,0.166666666666667,0.737864787372622,5,0.37037037037037,0.0411764705882353,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj43-l1.qa203,9,0.818181818181818,0.151515151515152,0.818181818181818,7,0.5,0.0802139037433155,0.511890696888991,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj45-l1.qa197,7,0.666666666666667,0.166666666666667,0.667423812471915,5,0.37037037037037,0.0529411764705882,0.383482494423685,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj47-l1.qa221,8,0.695652173913043,0.106060606060606,0.696310623822791,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj48-l1.qa190,8,0.695652173913043,0.136363636363636,0.696310623822791,6,0.413793103448276,0.0686274509803922,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb1-l1.qa168,7,0.666666666666667,0.107438016528926,0.667423812471915,5,0.357142857142857,0.0481283422459893,0.365636212063565,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb2-l1.qa172,5,0.5,0.0909090909090909,0.502518907629606,3,0.230769230769231,0.0326797385620915,0.242535625036333,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb4-l1.qa163,1,0.117647058823529,0.0138888888888889,0.117851130197758,3,0.24,0.0220588235294118,0.257247877713763,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb6-l1.qa164,5,0.476190476190476,0.0757575757575758,0.476731294622796,4,0.285714285714286,0.0320855614973262,0.292508969650852,irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb7-l1.qa161,2,0.266666666666667,0.0454545454545455,0.301511344577764,1,0.0952380952380952,0.0147058823529412,0.121267812518166,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb10-l1.qa161,0,0,0,0,0,0,0,0,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb11-l1.qa166,7,0.666666666666667,0.107438016528926,0.667423812471915,5,0.357142857142857,0.0481283422459893,0.365636212063565,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb15-l1.qa163,6,0.6,0.101010101010101,0.603022689155527,4,0.307692307692308,0.0392156862745098,0.323380833381777,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb16-l1.qa163,7,0.636363636363636,0.131313131313131,0.636363636363636,6,0.428571428571429,0.0748663101604278,0.438763454476278,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb19-l1.qa166,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb21-l1.qa162,0,0,0,0,0,0,0,0,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb24-l1.qa169,0,0,0,0,0,0,0,0,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb25-l1.qa166,0,0,0,0,0,0,0,0,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb26-l1.qa162,8,0.842105263157895,0.185185185185185,0.843274042711568,5,0.384615384615385,0.0588235294117647,0.404226041727222,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb28-l1.qa166,7,0.608695652173913,0.340277777777778,0.609271795844942,7,0.482758620689655,0.132352941176471,0.490098029409803,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb29-l1.qa165,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb30-l1.qa168,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb38-l1.qa162,3,0.4,0.113636363636364,0.452267016866645,1,0.0952380952380952,0.0147058823529412,0.121267812518166,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb39-l1.qa164,8,0.727272727272727,0.1,0.730296743340221,5,0.344827586206897,0.0343137254901961,0.350070021007002,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbjb41-l1.qa164,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,contradictory
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj3-l1.qa223,2,0.25,0.0317460317460317,0.251976315339485,5,0.161290322580645,0.0285714285714286,0.254823595718813,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj7-l1.qa212,3,0.352941176470588,0.0576923076923077,0.416025147168922,2,0.0677966101694915,0.00909090909090909,0.134839972492648,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj8-l1.qa260,0,0,0,0,0,0,0,0,contradictory
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj8-l1.qa261,2,0.181818181818182,0.0170940170940171,0.18490006540841,2,0.0625,0.00404040404040404,0.0898933149950989,contradictory
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj8-l1.qa262,6,0.631578947368421,0.461538461538462,0.679366220486757,2,0.0655737704918033,0.00606060606060606,0.110096376512636,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj9-l1.qa219,3,0.3,0.032967032967033,0.314485451016575,2,0.064516129032258,0.00519480519480519,0.101929438287525,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj9-l1.qa220,3,0.315789473684211,0.1,0.316227766016838,1,0.0307692307692308,0.00181818181818182,0.0426401432711221,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj9-l1.qa221,5,0.434782608695652,0.130769230769231,0.438529009653515,3,0.0923076923076923,0.00545454545454545,0.127920429813366,correct
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj10-l1.qa250,2,0.210526315789474,0.0256410256410256,0.226455406828919,3,0.0983606557377049,0.0151515151515152,0.165144564768954,partially_correct_incomplete
FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbj11-l1.qa240,2,0.307692307692308,0.0555555555555556,0.333333333333333,1,0.0338983050847458,0.00454545454545455,0.0674199862463242,correct
