@RELATION accuracy

@ATTRIBUTE id STRING
@ATTRIBUTE overlap NUMERIC
@ATTRIBUTE F NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE cosine NUMERIC
@ATTRIBUTE questionOverlap NUMERIC
@ATTRIBUTE questionF NUMERIC
@ATTRIBUTE questionLesk NUMERIC
@ATTRIBUTE questionCosine NUMERIC
@ATTRIBUTE word_matching NUMERIC
@ATTRIBUTE neg_word_match NUMERIC
@ATTRIBUTE num_match NUMERIC
@ATTRIBUTE synonym_match NUMERIC
@ATTRIBUTE antonym_match NUMERIC
@ATTRIBUTE wup_similarity NUMERIC
@ATTRIBUTE q_neg_word_match NUMERIC
@ATTRIBUTE q_num_match NUMERIC
@ATTRIBUTE q_synonym_match NUMERIC
@ATTRIBUTE q_antonym_match NUMERIC
@ATTRIBUTE q_wup_similarity NUMERIC
@ATTRIBUTE accuracy {correct,partially_correct_incomplete,contradictory,irrelevant,non_domain}

@DATA
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj3-l1.qa195,7,0.666666666666667,0.1,0.667423812471915,5,0.357142857142857,0.0374331550802139,0.365636212063565,0.416666666667,0,0,0,0,0.551515151515,0,0,0,0,0.500178253119,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj7-l1.qa187,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,0,0,0,0.444444444444,-1,0,0,0,0.444444444444,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj8-l1.qa230,7,0.636363636363636,0.138888888888889,0.639009650422694,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,0,0,0,0.505555555556,0,0,0,0,0.458496732026,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj9-l1.qa191,8,0.842105263157895,0.166666666666667,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,0,0,0,0.454545454545,-1,0,0,0,0.385026737968,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa212,7,0.777777777777778,0.333333333333333,0.777777777777778,5,0.384615384615385,0.111111111111111,0.404226041727222,0.5,0,-1,0,0,0.555555555556,0,-1,0,0,0.518518518519,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa213,6,0.521739130434783,0.157407407407407,0.522232967867094,5,0.344827586206897,0.0833333333333333,0.350070021007002,0.416666666667,-1,-1,0,0,0.427670940171,-1,-1,0,0,0.425267094017,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj10-l1.qa214,1,0.142857142857143,0.0222222222222222,0.149071198499986,0,0,0,0,0.0,-1,0,0,0,0.22641025641,-1,0,0,0,0.220641025641,contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj11-l1.qa215,8,0.842105263157895,0.244444444444444,0.843274042711568,5,0.37037037037037,0.0529411764705882,0.383482494423685,0.5,-1,0,0,0,0.454545454545,-1,0,0,0,0.385026737968,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj12-l1.qa185,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,0,0,0,0.505555555556,0,0,0,0,0.458496732026,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj13-l1.qa224,7,0.56,0.125,0.564076074817766,7,0.451612903225806,0.046218487394958,0.453742606486515,0.583333333333,0,0,0,0,0.47684263449,0,0,0,0,0.42893916541,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj14-l1.qa211,7,0.583333333333333,0.134615384615385,0.585369407004964,7,0.466666666666667,0.0497737556561086,0.470870955797419,0.583333333333,0,0,0,0,0.540781440781,0,0,0,0,0.449773755656,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj15-l1.qa235,7,0.608695652173913,0.0833333333333333,0.609271795844942,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.416666666667,0,0,0,0,0.45730994152,0,0,0,0,0.473976608187,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj18-l1.qa184,7,0.777777777777778,0.234567901234568,0.777777777777778,5,0.384615384615385,0.0849673202614379,0.404226041727222,0.416666666667,-1,0,0,0,0.4,-1,0,0,0,0.4,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj19-l1.qa247,8,0.727272727272727,0.1,0.730296743340221,5,0.344827586206897,0.0343137254901961,0.350070021007002,0.416666666667,0,0,0,0,0.422222222222,0,0,0,0,0.375163398693,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj23-l1.qa188,8,0.727272727272727,0.138888888888889,0.730296743340221,6,0.413793103448276,0.0490196078431373,0.420084025208403,0.5,0,0,0,0,0.466666666667,0,0,0,0,0.42322775264,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj24-l1.qa225,1,0.111111111111111,0.0123456790123457,0.111111111111111,2,0.153846153846154,0.0130718954248366,0.161690416690889,0.0833333333333,0,-1,0,0,0.348113233898,0,-1,0,0,0.37033545612,non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj28-l1.qa206,1,0.153846153846154,0.0277777777777778,0.166666666666667,0,0,0,0,0.0,0,0,0,0,0.350980392157,0,0,0,0,0.373897058824,partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj28-l1.qa207,7,0.608695652173913,0.340277777777778,0.609271795844942,7,0.482758620689655,0.132352941176471,0.490098029409803,0.583333333333,0,0,0,0,0.556837606838,0,0,0,0,0.496958270488,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj29-l1.qa204,9,0.947368421052632,0.211111111111111,0.948683298050514,6,0.444444444444444,0.0588235294117647,0.460178993308422,0.666666666667,-1,0,0,0,0.6,-1,0,0,0,0.490196078431,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj31-l1.qa204,9,0.580645161290323,0.277777777777778,0.606779876216918,7,0.378378378378378,0.0441176470588235,0.379628301182648,0.5,0,0,0,-1,0.416666666667,0,0,0,-1,0.433333333333,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj33-l1.qa200,7,0.636363636363636,0.131313131313131,0.636363636363636,6,0.428571428571429,0.0748663101604278,0.438763454476278,0.416666666667,0,0,0,0,0.460606060606,0,0,0,0,0.478787878788,correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY4.sbj35-l1.qa211,7,0.736842105263158,0.166666666666667,0.737864787372622,4,0.296296296296296,0.0352941176470588,0.306785995538948,0.416666666667,-1,0,0,0,0.363636363636,-1,0,0,0,0.294117647059,correct
